datetime,pow_P,temp,shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),global_tilted_irradiance (W/m²)
2024-10-27 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 05:00:00,0.0,32.76,0.0,0.0,0.0,0.0
2024-10-28 06:00:00,3489.0,41.86,2.2,-0.2,2.3,2.2
2024-10-28 07:00:00,17513.0,42.12,71.3,11.0,60.3,71.3
2024-10-28 08:00:00,20978.0,45.21,206.7,61.7,145.0,206.7
2024-10-28 09:00:00,22333.0,48.58,165.7,14.5,151.2,165.7
2024-10-28 10:00:00,11216.0,45.75,242.8,20.3,222.5,242.8
2024-10-28 11:00:00,29692.0,54.95,85.2,-0.7,85.8,85.2
2024-10-28 12:00:00,17790.0,52.54,487.5,115.3,372.2,487.5
2024-10-28 13:00:00,20809.0,53.21,292.8,19.6,273.2,292.8
2024-10-28 14:00:00,18923.0,52.16,320.0,47.1,272.9,320.0
2024-10-28 15:00:00,4136.0,50.120000000000005,262.5,49.6,212.9,262.5
2024-10-28 16:00:00,491.0,47.52,149.3,22.1,127.3,149.3
2024-10-28 17:00:00,0.0,0.0,20.0,0.0,20.0,20.0
2024-10-28 18:00:00,0.0,0.0,5.8,-0.3,6.1,5.8
2024-10-28 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 05:00:00,0.0,36.02,0.0,0.0,0.0,0.0
2024-10-29 06:00:00,6055.0,43.26,2.0,-0.1,2.1,2.0
2024-10-29 07:00:00,27665.0,45.42,117.0,41.7,75.3,117.0
2024-10-29 08:00:00,38070.0,53.21,335.7,194.7,141.0,335.7
2024-10-29 09:00:00,56830.0,55.89,440.5,227.5,213.0,440.5
2024-10-29 10:00:00,25265.0,52.17,691.2,462.4,228.7,691.2
2024-10-29 11:00:00,34380.0,56.02,395.3,67.5,327.8,395.3
2024-10-29 12:00:00,28524.0,54.49,432.3,77.4,354.9,432.3
2024-10-29 13:00:00,54180.0,53.76,536.0,173.5,362.5,536.0
2024-10-29 14:00:00,24929.0,54.95,369.7,76.9,292.8,369.7
2024-10-29 15:00:00,22388.0,51.65,319.7,88.5,231.1,319.7
2024-10-29 16:00:00,2968.0,49.31,175.5,34.6,140.9,175.5
2024-10-29 17:00:00,0.0,0.0,89.8,15.6,74.3,89.8
2024-10-29 18:00:00,0.0,0.0,4.2,-0.2,4.4,4.2
2024-10-29 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 05:00:00,730.0,37.89,0.0,0.0,0.0,0.0
2024-10-30 06:00:00,10706.0,44.45,3.0,-0.2,3.2,3.0
2024-10-30 07:00:00,29922.0,44.84,124.0,47.9,76.1,124.0
2024-10-30 08:00:00,42430.0,54.31,294.2,147.3,146.9,294.2
2024-10-30 09:00:00,56600.0,57.94,527.7,343.7,183.9,527.7
2024-10-30 10:00:00,62890.0,61.33,707.8,488.8,219.1,707.8
2024-10-30 11:00:00,69230.0,62.67,857.2,619.4,237.8,857.2
2024-10-30 12:00:00,57290.0,57.77,774.5,453.4,321.1,774.5
2024-10-30 13:00:00,45440.0,54.63,621.7,270.3,351.3,621.7
2024-10-30 14:00:00,8697.0,53.2,727.0,497.1,229.9,727.0
2024-10-30 15:00:00,12501.0,49.38,592.8,413.4,179.4,592.8
2024-10-30 16:00:00,3266.0,49.51,391.0,245.8,145.2,391.0
2024-10-30 17:00:00,0.0,0.0,85.8,13.8,72.0,85.8
2024-10-30 18:00:00,0.0,0.0,1.7,-0.1,1.8,1.7
2024-10-30 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 05:00:00,980.0,38.46,0.0,0.0,0.0,0.0
2024-10-31 06:00:00,11480.0,44.57,3.3,-0.2,3.5,3.3
2024-10-31 07:00:00,33810.0,47.08,134.2,57.1,77.1,134.2
2024-10-31 08:00:00,47510.0,54.85,361.2,225.4,135.7,361.2
2024-10-31 09:00:00,68480.0,57.24,568.2,399.8,168.4,568.2
2024-10-31 10:00:00,71840.0,60.53,612.5,352.4,260.1,612.5
2024-10-31 11:00:00,63750.0,63.18,787.0,515.0,272.0,787.0
2024-10-31 12:00:00,19013.0,63.33,845.5,563.1,282.4,845.5
2024-10-31 13:00:00,47930.0,58.88,857.5,610.1,247.4,857.5
2024-10-31 14:00:00,36700.0,54.2,766.0,557.0,209.0,766.0
2024-10-31 15:00:00,10923.0,51.24,596.2,419.4,176.8,596.2
2024-10-31 16:00:00,1524.0,50.04,325.2,167.5,157.6,325.2
2024-10-31 17:00:00,0.0,0.0,143.0,53.5,89.5,143.0
2024-10-31 18:00:00,0.0,0.0,2.0,-0.1,2.1,2.0
2024-10-31 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 05:00:00,616.0,38.92,0.0,0.0,0.0,0.0
2024-11-01 06:00:00,11004.0,44.05,2.7,-0.2,2.8,2.7
2024-11-01 07:00:00,20919.0,46.17,126.2,50.4,75.8,126.2
2024-11-01 08:00:00,46190.0,53.64,348.2,211.0,137.2,348.2
2024-11-01 09:00:00,57270.0,57.24,563.0,393.9,169.1,563.0
2024-11-01 10:00:00,57220.0,60.24,697.3,476.9,220.5,697.3
2024-11-01 11:00:00,62330.0,63.36,805.8,546.0,259.8,805.8
2024-11-01 12:00:00,52220.0,60.34,838.7,555.3,283.4,838.7
2024-11-01 13:00:00,44410.0,59.48,835.5,579.0,256.5,835.5
2024-11-01 14:00:00,14889.0,52.38,748.7,533.4,215.3,748.7
2024-11-01 15:00:00,1940.0,50.35,315.5,87.3,228.2,315.5
2024-11-01 16:00:00,276.0,46.62,71.0,3.2,67.8,71.0
2024-11-01 17:00:00,0.0,0.0,33.2,0.6,32.5,33.2
2024-11-01 18:00:00,0.0,0.0,0.8,-0.1,0.9,0.8
2024-11-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 05:00:00,0.0,35.24,0.0,0.0,0.0,0.0
2024-11-02 06:00:00,9457.0,43.32,1.0,-0.1,1.1,1.0
2024-11-02 07:00:00,27444.0,46.9,51.8,4.3,47.6,51.8
2024-11-02 08:00:00,42730.0,55.25,357.7,222.5,135.2,357.7
2024-11-02 09:00:00,27364.0,55.84,569.0,402.9,166.1,569.0
2024-11-02 10:00:00,20756.0,51.43,666.3,433.2,233.2,666.3
2024-11-02 11:00:00,63490.0,66.79,438.8,100.1,338.8,438.8
2024-11-02 12:00:00,32027.0,59.56,589.0,217.8,371.2,589.0
2024-11-02 13:00:00,17170.0,56.4,516.8,160.6,356.2,516.8
2024-11-02 14:00:00,47850.0,56.23,685.2,441.4,243.8,685.2
2024-11-02 15:00:00,11317.0,50.6,317.8,89.8,228.0,317.8
2024-11-02 16:00:00,1317.0,49.21,166.5,30.8,135.7,166.5
2024-11-02 17:00:00,0.0,0.0,71.0,8.2,62.8,71.0
2024-11-02 18:00:00,0.0,0.0,2.5,-0.2,2.7,2.5
2024-11-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 05:00:00,320.0,36.11,0.0,0.0,0.0,0.0
2024-11-03 06:00:00,7050.0,43.93,1.2,-0.1,1.3,1.2
2024-11-03 07:00:00,29953.0,46.73,67.3,9.9,57.5,67.3
2024-11-03 08:00:00,41350.0,54.59,293.3,148.7,144.6,293.3
2024-11-03 09:00:00,12264.0,57.85,578.2,416.1,162.1,578.2
2024-11-03 10:00:00,14686.0,56.77,753.0,561.6,191.4,753.0
2024-11-03 11:00:00,65590.0,59.68,857.7,629.4,228.3,857.7
2024-11-03 12:00:00,15772.0,61.33,895.8,648.3,247.5,895.8
2024-11-03 13:00:00,13263.0,59.64,880.8,652.8,228.1,880.8
2024-11-03 14:00:00,2291.0,52.38,756.2,548.3,207.9,756.2
2024-11-03 15:00:00,1098.0,46.87,290.8,70.4,220.5,290.8
2024-11-03 16:00:00,0.0,45.63,37.2,0.8,36.3,37.2
2024-11-03 17:00:00,0.0,0.0,6.5,0.0,6.5,6.5
2024-11-03 18:00:00,0.0,0.0,3.0,-0.2,3.2,3.0
2024-11-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 05:00:00,391.0,36.27,0.0,0.0,0.0,0.0
2024-11-04 06:00:00,11844.0,44.63,3.0,-0.2,3.2,3.0
2024-11-04 07:00:00,29120.0,47.18,134.3,58.4,75.9,134.3
2024-11-04 08:00:00,43270.0,54.85,363.7,230.2,133.4,363.7
2024-11-04 09:00:00,44020.0,59.64,577.5,416.2,161.3,577.5
2024-11-04 10:00:00,62220.0,58.51,693.0,475.9,217.1,693.0
2024-11-04 11:00:00,26234.0,55.72,600.5,263.2,337.3,600.5
2024-11-04 12:00:00,64470.0,58.76,595.3,228.2,367.1,595.3
2024-11-04 13:00:00,9699.0,55.68,874.0,644.8,229.2,874.0
2024-11-04 14:00:00,39400.0,57.06,666.0,417.2,248.8,666.0
2024-11-04 15:00:00,7088.0,50.19,514.7,312.1,202.6,514.7
2024-11-04 16:00:00,1444.0,49.34,372.2,226.6,145.5,372.2
2024-11-04 17:00:00,0.0,0.0,94.5,19.0,75.5,94.5
2024-11-04 18:00:00,0.0,0.0,4.0,-0.2,4.2,4.0
2024-11-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 05:00:00,435.0,36.14,0.0,0.0,0.0,0.0
2024-11-05 06:00:00,11322.0,44.18,2.8,-0.2,3.0,2.8
2024-11-05 07:00:00,28583.0,46.55,136.5,60.6,75.9,136.5
2024-11-05 08:00:00,19705.0,50.93,350.3,215.7,134.6,350.3
2024-11-05 09:00:00,51600.0,58.61,518.8,338.5,180.3,518.8
2024-11-05 10:00:00,53190.0,60.72,732.0,534.7,197.3,732.0
2024-11-05 11:00:00,58490.0,65.44,832.5,596.0,236.5,832.5
2024-11-05 12:00:00,54150.0,66.12,898.3,657.1,241.2,898.3
2024-11-05 13:00:00,38540.0,59.76,877.3,652.1,225.3,877.3
2024-11-05 14:00:00,7294.0,49.84,692.8,458.4,234.4,692.8
2024-11-05 15:00:00,5059.0,48.98,396.2,166.0,230.2,396.2
2024-11-05 16:00:00,1187.0,47.69,389.3,247.8,141.6,389.3
2024-11-05 17:00:00,0.0,0.0,139.5,52.2,87.3,139.5
2024-11-05 18:00:00,0.0,0.0,3.5,-0.2,3.7,3.5
2024-11-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 05:00:00,338.0,33.99,0.0,0.0,0.0,0.0
2024-11-06 06:00:00,11018.0,44.78,2.7,-0.2,2.8,2.7
2024-11-06 07:00:00,25165.0,46.84,132.8,57.8,75.0,132.8
2024-11-06 08:00:00,24533.0,52.65,351.7,217.8,133.9,351.7
2024-11-06 09:00:00,51580.0,58.42,537.3,364.7,172.6,537.3
2024-11-06 10:00:00,62600.0,61.42,714.7,511.2,203.5,714.7
2024-11-06 11:00:00,54250.0,58.22,803.8,554.8,249.0,803.8
2024-11-06 12:00:00,44760.0,60.34,807.7,521.0,286.7,807.7
2024-11-06 13:00:00,48990.0,61.51,728.7,430.3,298.4,728.7
2024-11-06 14:00:00,18453.0,55.98,690.3,456.5,233.8,690.3
2024-11-06 15:00:00,7391.0,52.870000000000005,455.2,236.3,218.9,455.2
2024-11-06 16:00:00,1606.0,49.18,325.8,172.5,153.3,325.8
2024-11-06 17:00:00,0.0,0.0,155.0,66.5,88.5,155.0
2024-11-06 18:00:00,0.0,0.0,3.7,-0.2,3.9,3.7
2024-11-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 05:00:00,341.0,34.96,0.0,0.0,0.0,0.0
2024-11-07 06:00:00,11311.0,43.93,2.5,-0.1,2.6,2.5
2024-11-07 07:00:00,31409.0,46.17,129.7,55.4,74.2,129.7
2024-11-07 08:00:00,41550.0,54.89,359.2,226.7,132.5,359.2
2024-11-07 09:00:00,54690.0,58.21,564.2,401.6,162.5,564.2
2024-11-07 10:00:00,49030.0,59.64,727.0,530.9,196.1,727.0
2024-11-07 11:00:00,41530.0,56.19,711.5,419.1,292.4,711.5
2024-11-07 12:00:00,24412.0,53.05,616.8,258.6,358.2,616.8
2024-11-07 13:00:00,34870.0,57.06,516.8,167.4,349.4,516.8
2024-11-07 14:00:00,29677.0,54.09,544.8,256.8,288.0,544.8
2024-11-07 15:00:00,15341.0,50.06,230.2,36.6,193.5,230.2
2024-11-07 16:00:00,1974.0,49.57,187.8,44.0,143.8,187.8
2024-11-07 17:00:00,0.0,0.0,89.8,16.9,72.9,89.8
2024-11-07 18:00:00,0.0,0.0,5.5,-0.3,5.8,5.5
2024-11-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 05:00:00,363.0,37.02,0.0,0.0,0.0,0.0
2024-11-08 06:00:00,5684.0,44.09,2.3,-0.1,2.5,2.3
2024-11-08 07:00:00,31062.0,46.49,131.8,57.6,74.2,131.8
2024-11-08 08:00:00,30283.0,52.46,343.2,209.3,133.9,343.2
2024-11-08 09:00:00,43000.0,54.8,555.2,390.8,164.4,555.2
2024-11-08 10:00:00,31993.0,51.05,690.2,479.0,211.2,690.2
2024-11-08 11:00:00,32391.0,54.36,620.5,295.8,324.7,620.5
2024-11-08 12:00:00,27017.0,53.17,651.8,304.0,347.9,651.8
2024-11-08 13:00:00,19616.0,52.0,557.2,210.8,346.3,557.2
2024-11-08 14:00:00,13782.0,53.28,440.3,142.9,297.4,440.3
2024-11-08 15:00:00,10178.0,53.65,358.2,129.3,228.8,358.2
2024-11-08 16:00:00,712.0,51.17,198.2,51.0,147.2,198.2
2024-11-08 17:00:00,0.0,0.0,81.3,12.8,68.5,81.3
2024-11-08 18:00:00,0.0,0.0,6.0,-0.3,6.3,6.0
2024-11-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 05:00:00,376.0,36.45,0.0,0.0,0.0,0.0
2024-11-09 06:00:00,9970.0,44.48,1.8,-0.1,2.0,1.8
2024-11-09 07:00:00,26241.0,46.52,128.7,55.3,73.4,128.7
2024-11-09 08:00:00,39130.0,54.71,350.5,218.1,132.4,350.5
2024-11-09 09:00:00,51480.0,57.73,556.5,393.6,162.9,556.5
2024-11-09 10:00:00,37670.0,57.27,722.2,527.3,194.9,722.2
2024-11-09 11:00:00,30023.0,63.5,705.0,414.1,290.9,705.0
2024-11-09 12:00:00,26625.0,56.32,830.2,562.7,267.4,830.2
2024-11-09 13:00:00,43680.0,57.52,639.0,311.6,327.4,639.0
2024-11-09 14:00:00,2153.0,48.88,567.5,288.6,278.9,567.5
2024-11-09 15:00:00,5524.0,47.14,404.3,178.4,225.9,404.3
2024-11-09 16:00:00,1206.0,46.8,317.7,164.7,153.0,317.7
2024-11-09 17:00:00,0.0,0.0,137.2,51.2,86.0,137.2
2024-11-09 18:00:00,0.0,0.0,6.3,-0.3,6.6,6.3
2024-11-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 05:00:00,0.0,31.86,0.0,0.0,0.0,0.0
2024-11-10 06:00:00,5277.0,43.81,1.8,-0.1,2.0,1.8
2024-11-10 07:00:00,15370.0,43.37,126.3,53.7,72.7,126.3
2024-11-10 08:00:00,32960.0,50.51,239.7,96.3,143.4,239.7
2024-11-10 09:00:00,48330.0,53.43,332.5,119.2,213.3,332.5
2024-11-10 10:00:00,33440.0,55.68,555.3,291.7,263.6,555.3
2024-11-10 11:00:00,45130.0,56.95,703.2,413.7,289.5,703.2
2024-11-10 12:00:00,50700.0,56.27,626.5,275.9,350.6,626.5
2024-11-10 13:00:00,38410.0,56.44,660.7,342.4,318.3,660.7
2024-11-10 14:00:00,21860.0,54.53,671.3,435.4,236.0,671.3
2024-11-10 15:00:00,12443.0,51.42,485.7,279.7,206.0,485.7
2024-11-10 16:00:00,1028.0,50.31,245.8,89.7,156.1,245.8
2024-11-10 17:00:00,0.0,0.0,118.0,35.7,82.3,118.0
2024-11-10 18:00:00,0.0,0.0,5.5,-0.3,5.8,5.5
2024-11-10 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 05:00:00,655.0,37.49,0.0,0.0,0.0,0.0
2024-11-11 06:00:00,11695.0,44.75,1.5,-0.1,1.6,1.5
2024-11-11 07:00:00,26153.0,46.91,128.5,55.9,72.6,128.5
2024-11-11 08:00:00,43600.0,55.64,348.0,216.4,131.6,348.0
2024-11-11 09:00:00,63550.0,55.21,552.2,390.0,162.1,552.2
2024-11-11 10:00:00,57780.0,60.24,680.7,470.6,210.1,680.7
2024-11-11 11:00:00,57100.0,64.52,812.7,579.7,233.0,812.7
2024-11-11 12:00:00,51900.0,64.04,887.0,654.2,232.8,887.0
2024-11-11 13:00:00,44240.0,62.26,882.3,671.9,210.5,882.3
2024-11-11 14:00:00,29577.0,58.51,782.5,598.8,183.7,782.5
2024-11-11 15:00:00,12421.0,52.42,614.7,455.1,159.6,614.7
2024-11-11 16:00:00,1262.0,49.77,394.0,255.9,138.1,394.0
2024-11-11 17:00:00,0.0,0.0,153.7,66.5,87.2,153.7
2024-11-11 18:00:00,0.0,0.0,5.2,-0.3,5.4,5.2
2024-11-11 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12 05:00:00,635.0,37.99,0.0,0.0,0.0,0.0
2024-11-12 06:00:00,8469.0,44.42,1.3,-0.1,1.4,1.3
2024-11-12 07:00:00,23594.0,46.87,121.5,50.4,71.1,121.5
2024-11-12 08:00:00,17393.0,54.34,325.5,191.7,133.8,325.5
